CAD_CODE,CATEGORY,Category_Desc,PRIORITY,Priority_Desc,DESCR,AC_BEGIN_DATE,AC_END_DATE,CARD_NAME
33C2,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-09,2099-12-31,INTERFACILITY
33C2P,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING (ACUTE ONSET) PALLATIVE CARE,2012-04-20,2099-12-31,INTERFACILITY
33C2T,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING-(A\C) TRANSFER/INTERFACILITY,2012-04-20,2099-12-31,INTERFACILITY
33C3,3,MEDICAL,3,CHARLIE,SIGNIFICANT HOMORRHAGE OR SHOCK,2010-01-01,2016-09-11,INTERFACILITY
33C3,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-12,2099-12-31,INTERFACILITY
33C3P,3,MEDICAL,3,CHARLIE,SIGNIFICANT HEMORRHAGE/SHOCK- PALLIATIVE CARE,2012-04-20,2016-09-11,INTERFACILITY
33C3P,3,MEDICAL,3,CHARLIE,SIGNIFICANT HEMORRHAGE - PALLIATIVE CARE,2016-09-12,2099-12-31,INTERFACILITY
33C3T,3,MEDICAL,3,CHARLIE,SIGNIFICANT HEMORRHAGE/SHOCK-TRANSFER/INTERFACILTY,2012-04-20,2016-09-08,INTERFACILITY
33C3T,3,MEDICAL,3,CHARLIE,SIGNIFICANT HEMORRHAGE - TRANSFER/INTERFACILITY,2016-09-09,2099-12-31,INTERFACILITY
33C4,3,MEDICAL,3,CHARLIE,POSSIBLE ACUTE HEART PROBLEMS OR MI,2010-01-01,2016-09-11,INTERFACILITY
33C4,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-12,2099-12-31,INTERFACILITY
33C4P,3,MEDICAL,3,CHARLIE,POSSIBLE ACUTE HEART PRBLMS OR MI- PALLIATIVE CARE,2012-04-20,2016-09-11,INTERFACILITY
33C4P,3,MEDICAL,3,CHARLIE,SHOCK - PALLIATIVE CARE,2016-09-12,2099-12-31,INTERFACILITY
33C4T,3,MEDICAL,3,CHARLIE,POSSIBLE ACUTE HEART PRBLMS OR MI-TRNSFR/INTRFCLTY,2012-04-20,2016-09-08,INTERFACILITY
33C4T,3,MEDICAL,3,CHARLIE,SHOCK - TRANSFER/INTERFACILITY,2016-09-09,2099-12-31,INTERFACILITY
33C5,3,MEDICAL,3,CHARLIE,ACUTE SEVERE PAIN,2010-01-01,2016-09-11,INTERFACILITY
33C5,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-12,2099-12-31,INTERFACILITY
33C5P,3,MEDICAL,3,CHARLIE,ACUTE SEVERE PAIN- PALLIATIVE CARE,2012-04-20,2016-09-08,INTERFACILITY
33C5P,3,MEDICAL,3,CHARLIE,POSS. ACUTE HERAT PROB OR MI (HEART ATTACK) PALLAT,2016-09-09,2099-12-31,INTERFACILITY
33C5T,3,MEDICAL,3,CHARLIE,ACUTE SEVERE PAIN- TRANSFER/INTERFACILITY,2012-04-20,2016-09-11,INTERFACILITY
33C5T,3,MEDICAL,3,CHARLIE,POSSIBLE ACUTE HEART PROBLEMS OR MI - TRANSFER,2016-09-12,2099-12-31,INTERFACILITY
33C6,3,MEDICAL,3,CHARLIE,EMERGENCY REPSONSE REQUESTED,2010-01-01,2016-09-11,INTERFACILITY
33C6,3,MEDICAL,3,CHARLIE,INACTIVE,2016-09-12,2099-12-31,INTERFACILITY
33C6P,3,MEDICAL,3,CHARLIE,EMERGENCY REPSONSE REQUESTED-PALLIATIVE CARE,2012-04-20,2016-09-11,INTERFACILITY
33C6P,3,MEDICAL,3,CHARLIE,SEVERE PAIN - PALLIATIVE CARE,2016-09-12,2099-12-31,INTERFACILITY
33C6T,3,MEDICAL,3,CHARLIE,EMERGENCY REPSONSE REQUESTED-TRANSFER/INTERFACILTY,2012-04-20,2016-09-11,INTERFACILITY
33C6T,3,MEDICAL,3,CHARLIE,SEVERE PAIN - TRANSFER/INTERFACILITY,2016-09-12,2099-12-31,INTERFACILITY
33C7P,3,MEDICAL,3,CHARLIE,EMERGENCY RESPONSE REQUESTED - PALLIATIVE CARE,2016-09-09,2099-12-31,INTERFACILITY
33C7T,3,MEDICAL,3,CHARLIE,EMERGENCY RESPONSE REQUESTED - TRANSFER/INTERFACIL,2016-09-09,2099-12-31,INTERFACILITY
33D0P,3,MEDICAL,4,DELTA,OVERRIDE - PALLIATIVE CARE,2016-09-09,2099-12-31,INTERFACILITY
33D0T,3,MEDICAL,4,DELTA,OVERRIDE - TRANSFER/INTERFACILITY,2016-09-09,2099-12-31,INTERFACILITY
33D1,3,MEDICAL,4,DELTA,SUSPECTED CARDIAC OR RESPIRATORY ARREST,2010-01-01,2016-09-11,INTERFACILITY
33D1,3,MEDICAL,4,DELTA,INACTIVE,2016-09-12,2099-12-31,INTERFACILITY
33D1P,3,MEDICAL,4,DELTA,SUSPECTED CARDIAC OR RESP. ARREST-PALLIATIVE CARE,2012-04-20,2099-12-31,INTERFACILITY
33D1T,3,MEDICAL,4,DELTA,SUSPECTED CARDIAC OR RESP. ARREST-TRNSFR/INTRFCLTY,2012-04-20,2099-12-31,INTERFACILITY
33D2,3,MEDICAL,4,DELTA,JUST RESUSCITATED AND/OR DEFIBRILLATED (EXTERNAL),2010-01-01,2016-09-11,INTERFACILITY
33D2,3,MEDICAL,4,DELTA,INACTIVE,2016-09-12,2099-12-31,INTERFACILITY
33D2P,3,MEDICAL,4,DELTA,JUST RESUSCITATED/DEFIB (EXTERNAL)-PALLIATIVE CARE,2012-04-20,2099-12-31,INTERFACILITY
33D2T,3,MEDICAL,4,DELTA,JUST RESUSCITATED/DEFIB(EXTERNAL)-TRNSFR/INTRFCLTY,2012-04-20,2099-12-31,INTERFACILITY
36A1,3,MEDICAL,1,ALPHA,CHEST PAIN >= 35 W/ MULTIPLE FLU SYMPTOMS,2010-01-01,2099-12-31,PANDEMIC FLU
36A1A,3,MEDICAL,1,ALPHA,CHEST PAIN >35 WITH MULTI FLU SYMP - (LEVEL 1 LOW),2010-01-01,2099-12-31,PANDEMIC FLU
36A1B,3,MEDICAL,1,ALPHA,CHEST PAIN >= 35 W/ MULTIPLE FLU SYMPTOMS-LEVEL 2,2010-01-01,2099-12-31,PANDEMIC FLU
36A1C,3,MEDICAL,1,ALPHA,CHEST PAIN >= 35 W/ MULTIPLE FLU SYMPTOMS-LEVEL 3,2010-01-01,2099-12-31,PANDEMIC FLU
36A2,3,MEDICAL,1,ALPHA,CHEST PAIN <35 WITH SINGLE FLU SYMPTOMS,2010-01-01,2099-12-31,PANDEMIC FLU
36A2A,3,MEDICAL,1,ALPHA,CHEST PAIN< 35 W\ SINGLE FLU SYMPTOMS - LEVEL 1(LO,2010-01-01,2099-12-31,PANDEMIC FLU
36A2B,3,MEDICAL,1,ALPHA,CHEST PAIN<35 W\ SINGLE FLU SYMP- LEVEL 2,2010-01-01,2099-12-31,PANDEMIC FLU
36A2C,3,MEDICAL,1,ALPHA,CHEST PAIN >= 35 W/ SINGLE FLU SYMPTOMS LEVEL 3,2010-01-01,2099-12-31,PANDEMIC FLU
36A3,3,MEDICAL,1,ALPHA,ABNORMAL BREATHING WITH MULTIPLE FLU SYMPTOMS,2010-01-01,2099-12-31,PANDEMIC FLU
36A3A,3,MEDICAL,1,ALPHA,ABNORMAL BREATHING W/ MULTIPLE FLU SYMPTOMS -LVL 1,2010-01-01,2099-12-31,PANDEMIC FLU
36A3B,3,MEDICAL,1,ALPHA,ABNORMAL BREATHING W/ MULTIPLE FLU SYMPTOMS -LVL 2,2010-01-01,2099-12-31,PANDEMIC FLU
36A3C,3,MEDICAL,1,ALPHA,ABNORMAL BREATHING W/ MULTIPLE FLU SYMPTOMS -LVL 3,2010-01-01,2099-12-31,PANDEMIC FLU
36C1,3,MEDICAL,3,CHARLIE,CHEST PAIN > 35 WITH SINGLE FLU SYMPTOM,2010-01-01,2099-12-31,PANDEMIC FLU
36C1A,3,MEDICAL,3,CHARLIE,CHEST PAIN >= 35 W/ SINGLE FLU SYMPTOMS LEVEL 1,2010-01-01,2099-12-31,PANDEMIC FLU
36C1B,3,MEDICAL,3,CHARLIE,CHEST PAIN > 35 WITH SINGLE FLU SYMPTOM - LEVEL 2,2010-01-01,2099-12-31,PANDEMIC FLU
36C1C,3,MEDICAL,3,CHARLIE,CHEST PAIN> 35 WITH SINGLE FLU SYMPTOM - LEVEL 3,2010-01-01,2099-12-31,PANDEMIC FLU
36C2,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING W/ SINGLE FLU SYMPTOMS,2010-01-01,2099-12-31,PANDEMIC FLU
36C2A,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING WITH SINGLE FLU SYMPTOM-LEVEL 1,2010-01-01,2099-12-31,PANDEMIC FLU
36C2B,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING WITH SINGLE FLU SYMPTOM-LEVEL 2,2010-01-01,2099-12-31,PANDEMIC FLU
36C2C,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING WITH SINGLE FLU SYMPTOM-LEVEL 3,2010-01-01,2099-12-31,PANDEMIC FLU
36D1,3,MEDICAL,4,DELTA,INEFFECTIVE BREATHING WITH FLU SYMPTOMS,2010-01-01,2099-12-31,PANDEMIC FLU
36D1A,3,MEDICAL,4,DELTA,INEFFECTIVE BREATHING W/ FLU SYMPTOMS - LVL 1,2010-01-01,2099-12-31,PANDEMIC FLU
36D1B,3,MEDICAL,4,DELTA,INEFFECTIVE BREATHING W/ FLU SYMPTOMS - LVL 2,2010-01-01,2099-12-31,PANDEMIC FLU
36D1C,3,MEDICAL,4,DELTA,INEFFECTIVE BREATHING W/ FLU SYMPTOMS - LVL 3,2010-01-01,2099-12-31,PANDEMIC FLU
36D2,3,MEDICAL,4,DELTA,NOT ALERT WITH FLU SYMPTOMS,2010-01-01,2099-12-31,PANDEMIC FLU
36D2A,3,MEDICAL,4,DELTA,NOT ALERT WITH FLU SYMPTOMS - LEVEL 1 (LOW),2010-01-01,2099-12-31,PANDEMIC FLU
36D2B,3,MEDICAL,4,DELTA,NOT ALERT WITH FLU SYMPTOM - LEVEL 2 (MODERATE),2010-01-01,2099-12-31,PANDEMIC FLU
36D2C,3,MEDICAL,4,DELTA,NOT ALERT WITH FLU SYMPTOM - LEVEL 3 (HIGH),2010-01-01,2099-12-31,PANDEMIC FLU
36D3,3,MEDICAL,4,DELTA,DIFFICULTY SPEAKING BTW BREATHS W/ FLU SYMPTOMS,2010-01-01,2099-12-31,PANDEMIC FLU
36D3A,3,MEDICAL,4,DELTA,DIFFICULTY SPEAKING BTW BREATHS W/ FLU SYMP-LVL 1,2010-01-01,2099-12-31,PANDEMIC FLU
36D3B,3,MEDICAL,4,DELTA,DIFFICULTY SPEAKING BTW BREATHS W/ FLU SYMP-LVL 2,2010-01-01,2099-12-31,PANDEMIC FLU
36D3C,3,MEDICAL,4,DELTA,DIFFICULTY SPEAKING BTW BREATHS W/ FLU SYMP-LVL 3,2010-01-01,2099-12-31,PANDEMIC FLU
36D4,3,MEDICAL,4,DELTA,CHANGING COLORS WITH FLU SYMPTOMS,2010-01-01,2099-12-31,PANDEMIC FLU
36D4A,3,MEDICAL,4,DELTA,CHANGING COLORS WITH FLU SYMPTOMS - LEVEL 1 (LOW),2010-01-01,2099-12-31,PANDEMIC FLU
36D4B,3,MEDICAL,4,DELTA,CHANGING COLORS WITH FLU SYMPTOMS - LEVEL 2 (MOD),2010-01-01,2099-12-31,PANDEMIC FLU
36D4C,3,MEDICAL,4,DELTA,CHANGING COLORS WITH FLU SYMPTOM - LEVEL 3 (HIGH),2010-01-01,2099-12-31,PANDEMIC FLU
3A1,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA,2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3A2,3,MEDICAL,1,ALPHA,NON-RECENT (>= 6HRS) INJ (W/OUT PRIORITY SYMPTOMS),2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3A3,3,MEDICAL,1,ALPHA,SUPERFICIAL INJURIES,2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3B0,3,MEDICAL,2,BRAVO,OVERRIDE,2016-09-08,2099-12-31,ANIMAL BITES/ATTACKS
3B1,3,MEDICAL,2,BRAVO,POSSIBLY DANGEROUS BODY AREA,2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3B2,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE,2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3B3,3,MEDICAL,2,BRAVO,UNKNOWN STATUS/OTHER CODES NOT APPLICABLE,2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3D0,3,MEDICAL,4,DELTA,OVERRIDE,2016-09-08,2099-12-31,ANIMAL BITES/ATTACKS
3D1,3,MEDICAL,4,DELTA,ARREST,2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3D2,3,MEDICAL,4,DELTA,UNCONSCIOUS OR ARREST,2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3D3,3,MEDICAL,4,DELTA,NOT ALERT,2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3D4,3,MEDICAL,4,DELTA,CHEST OR NECK INJURY (WITH DIFFICULTY BREATHING),2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3D5,3,MEDICAL,4,DELTA,HIGH VELOCITY IMPACT\MASS INJURY,2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3D6,3,MEDICAL,4,DELTA,LARGE ANIMAL,2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3D7,3,MEDICAL,4,DELTA,EXOTIC ANIMAL,2010-01-01,2099-12-31,ANIMAL BITES/ATTACKS
3D8,3,MEDICAL,4,DELTA,MAULING OR MULTIPLE ANIMALS,2016-09-08,2099-12-31,ANIMAL BITES/ATTACKS
3D9,3,MEDICAL,4,DELTA,ATTACK IN PROGRESS,2016-09-08,2099-12-31,ANIMAL BITES/ATTACKS
4A1,3,MEDICAL,1,ALPHA,MARKED (*) NOT DANGEROUS BODY AREA WITH DEFORMITY,2010-01-01,2099-12-31,ASSAULT
4A1A,3,MEDICAL,1,ALPHA,MARKED (*) NOT DANGEROUS BODY AREA W/ DEFORM- ASLT,2012-03-27,2099-12-31,ASSAULT
4A1S,3,MEDICAL,1,ALPHA,MARKED (*) NOT DANG BODY AREA W/ DEFORM- SEX ASLT,2012-03-27,2099-12-31,ASSAULT
4A1T,3,MEDICAL,1,ALPHA,MARKED (*) NOT DNG BODY AREA W/ DEFORMITY-STUN GU,2016-09-08,2099-12-31,ASSAULT
4A2,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA,2010-01-01,2099-12-31,ASSAULT
4A2A,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA - ASSAULT,2012-03-27,2099-12-31,ASSAULT
4A2S,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA - SEXUAL ASSAULT,2012-03-27,2099-12-31,ASSAULT
4A2T,3,MEDICAL,1,ALPHA,NOT DANGEROUS BODY AREA - STUN GUN,2016-09-08,2099-12-31,ASSAULT
4A3,3,MEDICAL,1,ALPHA,NON-RECENT(>=6HRS) INJ (WITHOUT PRIORITY SYMPTOMS),2016-09-08,2099-12-31,ASSAULT
4A3A,3,MEDICAL,1,ALPHA,NON-RECENT (>=6HRS) INJ (W/OUT PRI SYMP) - ASSAULT,2016-09-08,2099-12-31,ASSAULT
4A3S,3,MEDICAL,1,ALPHA,NON-RECENT (>=6HRS) INJ (W/OUT PRI SYMP) - SEX ASS,2016-09-08,2099-12-31,ASSAULT
4A3T,3,MEDICAL,1,ALPHA,NON-RECENT (>=6HRS) INJ (W/OUT PRI SYMP) -STUN GUN,2016-09-08,2099-12-31,ASSAULT
4B0,3,MEDICAL,2,BRAVO,OVERRIDE,2016-09-08,2099-12-31,ASSAULT
4B0A,3,MEDICAL,2,BRAVO,OVERRIDE - ASSAULT,2016-09-08,2099-12-31,ASSAULT
4B0S,3,MEDICAL,2,BRAVO,OVERRIDE - SEXUAL ASSAULT,2016-09-08,2099-12-31,ASSAULT
4B0T,3,MEDICAL,2,BRAVO,OVERRIDE - STUN GUN,2016-09-08,2099-12-31,ASSAULT
4B1,3,MEDICAL,2,BRAVO,POSSIBLY DANGEROUS BODY AREA,2010-01-01,2099-12-31,ASSAULT
4B1A,3,MEDICAL,2,BRAVO,POSSIBLY DANGEROUS BODY AREA-ASSAULT,2012-03-27,2099-12-31,ASSAULT
4B1S,3,MEDICAL,2,BRAVO,POSSIBLY DANGEROUS BODY AREA - SEXUAL ASSAULT,2012-03-27,2099-12-31,ASSAULT
4B1T,3,MEDICAL,2,BRAVO,POSSIBLY DANGEROUS AREA - STUN GUN,2016-09-08,2099-12-31,ASSAULT
4B2,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE,2010-01-01,2099-12-31,ASSAULT
4B2A,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE-ASSAULT,2012-03-27,2099-12-31,ASSAULT
4B2S,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE-SEXUAL ASSAULT,2012-03-27,2099-12-31,ASSAULT
4B2T,3,MEDICAL,2,BRAVO,SERIOUS HEMORRHAGE - STUN GUN,2016-09-08,2099-12-31,ASSAULT
4B3,3,MEDICAL,2,BRAVO,UNKNOWN STATUS/OTHER CODES NOT APPLICABLE,2010-01-01,2099-12-31,ASSAULT
4B3A,3,MEDICAL,2,BRAVO,UNKNOWN STATUS/OTHER CODES NOT APPLY-ASSAULT,2012-03-27,2099-12-31,ASSAULT
4B3S,3,MEDICAL,2,BRAVO,UNKNOWN STATUS/OTHER CODES NOT APPLY-SEX. ASSAULT,2012-03-27,2099-12-31,ASSAULT
4B3T,3,MEDICAL,2,BRAVO,UNKNOWN STATUS/OTHER CODES NOT APPLICABLE-STUN GUN,2016-09-08,2099-12-31,ASSAULT
4D0A,3,MEDICAL,4,DELTA,OVERRIDE - ASSAULT,2016-09-08,2099-12-31,ASSAULT
4D0S,3,MEDICAL,4,DELTA,OVERRIDE - SEXUAL ASSAULT,2016-09-08,2099-12-31,ASSAULT
4D0T,3,MEDICAL,4,DELTA,OVERRIDE - STUN GUN,2016-09-08,2099-12-31,ASSAULT
4D1,3,MEDICAL,4,DELTA,ARREST,2010-01-01,2099-12-31,ASSAULT
4D1A,3,MEDICAL,4,DELTA,ARREST- ASSAULT,2012-03-27,2099-12-31,ASSAULT
4D1S,3,MEDICAL,4,DELTA,ARREST- SEXUAL ASSAULT,2012-03-27,2099-12-31,ASSAULT
4D1T,3,MEDICAL,4,DELTA,ARREST - STUN GUN,2016-09-08,2099-12-31,ASSAULT
4D2,3,MEDICAL,4,DELTA,UNCONSCIOUS,2010-01-01,2099-12-31,ASSAULT
4D2A,3,MEDICAL,4,DELTA,UNCONSCIOUS - ASSAULT,2012-03-27,2099-12-31,ASSAULT
4D2S,3,MEDICAL,4,DELTA,UNCONSCIOUS - SEXUAL ASSULT,2012-03-27,2099-12-31,ASSAULT
4D2T,3,MEDICAL,4,DELTA,UNCONSCIOUS - STUN GUN,2016-09-08,2099-12-31,ASSAULT
4D3,3,MEDICAL,4,DELTA,NOT ALERT,2010-01-01,2099-12-31,ASSAULT
4D3A,3,MEDICAL,4,DELTA,NOT ALERT - ASSAULT,2012-03-27,2099-12-31,ASSAULT
4D3S,3,MEDICAL,4,DELTA,NOT ALERT - SEXUAL ASSAULT,2012-03-27,2099-12-31,ASSAULT
4D3T,3,MEDICAL,4,DELTA,NOT ALERT - STUN GUN,2016-09-12,2099-12-31,ASSAULT
4D4,3,MEDICAL,4,DELTA,CHEST OR NECK INJURY (WITH DIFFICULTY BREATHING),2010-01-01,2099-12-31,ASSAULT
4D4A,3,MEDICAL,4,DELTA,CHEST OR NECK INJURY (WITH DIFF BREATHING)-ASSAULT,2012-03-27,2099-12-31,ASSAULT
4D4S,3,MEDICAL,4,DELTA,CHEST OR NECK INJURY(WITH DIFF BREATHING)-SEX ASS,2012-03-27,2099-12-31,ASSAULT
4D4T,3,MEDICAL,4,DELTA,CHEST OR NECK INJURY(WITH DIFF BREATHING)-STUN GUN,2016-09-08,2099-12-31,ASSAULT
4D5,3,MEDICAL,4,DELTA,INACTIVE,2010-01-01,2016-09-07,ASSAULT
4D5,3,MEDICAL,4,DELTA,MULTIPLE VICTIMS,2016-09-08,2099-12-31,ASSAULT
4D5A,3,MEDICAL,4,DELTA,MULTPLE VICTIMS - ASSAULT,2016-09-08,2099-12-31,ASSAULT
4D5S,3,MEDICAL,4,DELTA,MULTIPLE VICTIMS - SEXUAL ASSAULT,2016-09-08,2099-12-31,ASSAULT
4D5T,3,MEDICAL,4,DELTA,MULTIPLE VICTIMS - STUN GUN,2016-09-08,2099-12-31,ASSAULT
5A1,3,MEDICAL,1,ALPHA,NON-TRAUMATIC BACK PAIN,2010-01-01,2099-12-31,BACK PAIN
5A2,3,MEDICAL,1,ALPHA,NON-RECENT(>6HRS)TRAUMATIC BACK PAIN (W\O PRI SYM),2010-01-01,2099-12-31,BACK PAIN
5C0,3,MEDICAL,3,CHARLIE,OVERRIDE,2016-09-08,2099-12-31,BACK PAIN
5C1,3,MEDICAL,3,CHARLIE,SUSPECTED AORTIC ANEURYSM (TEARING PAIN) > 50,2010-01-01,2099-12-31,BACK PAIN
5C1S,3,MEDICAL,3,CHARLIE,INACTIVE,2010-01-01,2099-12-31,BACK PAIN
5C2,3,MEDICAL,3,CHARLIE,DIAGNOSED AORTIC ANEURYSM,2010-01-01,2099-12-31,BACK PAIN
5C3,3,MEDICAL,3,CHARLIE,FAINTING OR NEAR FAINTING > 50,2010-01-01,2099-12-31,BACK PAIN
5C4,3,MEDICAL,3,CHARLIE,DIFFICULTY BREATHING,2016-09-08,2099-12-31,BACK PAIN
5D0,3,MEDICAL,4,DELTA,OVERRIDE,2016-09-08,2099-12-31,BACK PAIN
5D1,3,MEDICAL,4,DELTA,NOT ALERT,2010-01-01,2099-12-31,BACK PAIN
5D2,3,MEDICAL,4,DELTA,ASHEN OR GRAY COLOR REPORTED >50,2016-09-08,2099-12-31,BACK PAIN
6C1,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING,2010-01-01,2099-12-31,BREATHING PROBLEMS
6C1A,3,MEDICAL,3,CHARLIE,ABNORMAL BREATHING- ASTHMA,2012-03-27,2099-12-31,BREATHING PROBLEMS
6C1E,3,MEDICAL,3,CHARLIE,ABN BREATHING - COPD (EMPHYSEM/CHRONIC BRONCHITIS),2016-09-08,2099-12-31,BREATHING PROBLEMS
6C1O,3,MEDICAL,3,CHARLIE,ABN BREATHING - OTHER LUNG PROBLEMS,2016-09-08,2099-12-31,BREATHING PROBLEMS
6C2,3,MEDICAL,3,CHARLIE,TRACHEOSTOMY (NO OBVIOUS DISTRESS),2010-01-01,2099-12-31,BREATHING PROBLEMS
6C2A,3,MEDICAL,3,CHARLIE,TRACHEOSTOMY (NO OBVIOUS DISTRESS) - ASTHMA,2016-09-08,2099-12-31,BREATHING PROBLEMS
6C2E,3,MEDICAL,3,CHARLIE,TRACHEOSTOMY (NO OBVIOUS DISTRESS) - COPD (EMPH/BR,2016-09-08,2099-12-31,BREATHING PROBLEMS
6C2O,3,MEDICAL,3,CHARLIE,TRACHEOSTOMY (NO OBVIOUS DISTRESS) - OTHER LUNG PR,2016-09-08,2099-12-31,BREATHING PROBLEMS
6D0,3,MEDICAL,4,DELTA,OVERRIDE,2016-09-08,2099-12-31,BREATHING PROBLEMS
6D0A,3,MEDICAL,4,DELTA,OVERRIDE - ASTHMA,2016-09-12,2099-12-31,BREATHING PROBLEMS
6D0E,3,MEDICAL,4,DELTA,OVERRIDE - COPD (EMPHYSEMA/CHRONIC BRONCHITIS),2016-09-12,2099-12-31,BREATHING PROBLEMS
6D0O,3,MEDICAL,4,DELTA,OVERRIDE - OTHER LUNG PROBLEMS,2016-09-12,2099-12-31,BREATHING PROBLEMS
6D1,3,MEDICAL,4,DELTA,NOT ALERT,2010-01-01,2099-12-31,BREATHING PROBLEMS
6D1A,3,MEDICAL,4,DELTA,NOT ALERT- ASTHMA,2012-03-27,2099-12-31,BREATHING PROBLEMS
6D1E,3,MEDICAL,4,DELTA,NOT ALERT - COPD (EMPH/CHRONIC BRONCH),2016-09-08,2099-12-31,BREATHING PROBLEMS
6D1O,3,MEDICAL,4,DELTA,NOT ALERT - OTHER LUNG PROBLEMS,2016-09-08,2099-12-31,BREATHING PROBLEMS
6D2,3,MEDICAL,4,DELTA,DIFFICULTY SPEAKING BETWEEN BREATHS,2010-01-01,2099-12-31,BREATHING PROBLEMS
6D2A,3,MEDICAL,4,DELTA,DIFFICULTY SPEAKING BETWEEN BREATHS - ASTHMA,2012-03-27,2099-12-31,BREATHING PROBLEMS
6D2E,3,MEDICAL,4,DELTA,DIFFICULTY SPEAKING BETWEEN BREATHS - COPD,2016-09-08,2099-12-31,BREATHING PROBLEMS
6D2O,3,MEDICAL,4,DELTA,DIFFICULTY SPEAKING BETWEEN BREATHS - OTHER LUNG P,2016-09-12,2099-12-31,BREATHING PROBLEMS
6D3,3,MEDICAL,4,DELTA,CHANGING COLOR,2010-01-01,2099-12-31,BREATHING PROBLEMS
6D3A,3,MEDICAL,4,DELTA,CHANGING COLOR- ASTHMA,2012-03-27,2099-12-31,BREATHING PROBLEMS
6D3E,3,MEDICAL,4,DELTA,CHANGING COLOR - COPD(EMPHYSEMA\CHRONIC BRONCH),2016-09-08,2099-12-31,BREATHING PROBLEMS
6D3O,3,MEDICAL,4,DELTA,CHANGING COLOR - OTHER LUNG PROBLEMS,2016-09-08,2099-12-31,BREATHING PROBLEMS
6D4,3,MEDICAL,4,DELTA,CLAMMY OR COLD SWEATS,2010-01-01,2099-12-31,BREATHING PROBLEMS
6D4A,3,MEDICAL,4,DELTA,CLAMMY OR COLD SWEATS - ASTHMA,2012-03-27,2099-12-31,BREATHING PROBLEMS
6D4E,3,MEDICAL,4,DELTA,CLAMMY OR COLD SWEATS - COPD(EMPHY\BRONCHITIS),2016-09-08,2099-12-31,BREATHING PROBLEMS
6D4O,3,MEDICAL,4,DELTA,CLAMMY OR COLD SWEATS - OTHER LUNG PROBLEMS,2016-09-08,2099-12-31,BREATHING PROBLEMS
6D5,3,MEDICAL,4,DELTA,TRACHEOSTOMY (OBVIOUS DISTRESS),2016-09-08,2099-12-31,BREATHING PROBLEMS
6D5A,3,MEDICAL,4,DELTA,TRACHEOSTOMY (OBVIOUS DISTRESS) - ASTHMA,2016-09-08,2099-12-31,BREATHING PROBLEMS
6D5E,3,MEDICAL,4,DELTA,TRACHEOSTOMY (OBVIOUS DISTRESS) - COPD (EMPHYSEMA,2016-09-12,2099-12-31,BREATHING PROBLEMS
6D5O,3,MEDICAL,4,DELTA,TRACHEOSTOMY (OBVIOUS DISTRESS) - OTHER LUNG PROBL,2016-09-08,2099-12-31,BREATHING PROBLEMS
6E0,3,MEDICAL,5,ECHO,OVERRIDE,2016-09-08,2099-12-31,BREATHING PROBLEMS
6E0A,3,MEDICAL,5,ECHO,OVERRIDE - ASTHMA,2016-09-08,2099-12-31,BREATHING PROBLEMS
6E0E,3,MEDICAL,5,ECHO,OVERRIDE - COPD(EMPHYSEMA\CHRONIC BRONCHITIS),2016-09-08,2099-12-31,BREATHING PROBLEMS
6E0O,3,MEDICAL,5,ECHO,OVERRIDE - OTHER LUNG PROBLEMS.,2016-09-08,2099-12-31,BREATHING PROBLEMS
6E1,3,MEDICAL,5,ECHO,INEFFECTIVE BREATHING,2010-01-01,2099-12-31,BREATHING PROBLEMS
6E1A,3,MEDICAL,5,ECHO,INEFFECTIVE BREATHING-ASTHMA,2012-03-27,2099-12-31,BREATHING PROBLEMS
